text,appeal_to_authority,appeal_to_fear,bandwagon,black_white_fallacy,causal_oversimplification,doubt,exaggeration,flag_waving,loaded_language,name_calling,repetition,slogans,thought_terminating_cliche,whataboutism
"Faced with the backlash, the Guardian quickly – and very quietly – rowed back its initial certainty that its story was based on verified facts. Instead, it amended the text, without acknowledging it had done so, to attribute the claims to unnamed, and uncheckable, “sources",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Guardian’s latest story provides a supposedly stronger foundation for an existing narrative: that Assange and Wikileaks knowingly published emails hacked by Russia from the Democratic party’s servers. In truth, there is no public evidence that the emails were hacked, or that Russia was involved. Central actors have suggested instead that the emails were leaked from within the Democratic party",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the head of an organisation engaged in espionage for a foreign power,0,0,0,0,0,0,0,0,0,1,0,0,0,0
was ridiculed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Even when a United Nations panel of experts in international law ruled in 2016 that Assange was being arbitrarily – and unlawfully – detained by the UK, Guardian writers led efforts to discredit the UN report",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The problem for the Guardian, which should have been obvious to its editors from the outset, is that any visits by Manafort would be easily verifiable without relying on unnamed “sources",0,0,0,0,0,1,0,0,0,0,0,0,0,0
simply preposterous,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"In fact, the Guardian obtained the embassy’s logs in May, and has never made any mention of either Manafort or “Russians” being identified in them. It did not refer to the logs in its latest story",0,0,0,0,0,1,0,0,0,0,0,0,0,0
this latest fabrication,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"No fact-checking It is worth noting it should be vitally important for a serious publication like the Guardian to ensure its claims are unassailably true – both because Assange’s personal fate rests on their veracity, and because, even more importantly, a fundamental right, the freedom of the press, is at stake",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the most stringent checks imaginable,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Given this, one would have expected the Guardian’s editors to have insisted on the most stringent checks imaginable before going to press with Harding’s story. At a very minimum, they should have sought out a response from Assange and Manafort before publication. Neither precaution was taken",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I worked for the Guardian for a number of years, and know well the layers of checks that any highly sensitive story has to go through before publication. In that lengthy process, a variety of commissioning editors, lawyers, backbench editors and the editor herself, Kath Viner, would normally insist on cuts to anything that could not be rigorously defended and corroborated",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"And yet this piece seems to have been casually waved through, given a green light even though its profound shortcomings were evident to a range of well-placed analysts and journalists from the outset",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Despite all this, even analysts critical of the Guardian’s behaviour have shown a glaring failure to understand that its latest coverage represents not an aberration by the paper but decisively fits with a pattern",0,0,0,0,0,1,0,0,0,0,0,0,0,0
baffling observations,0,0,0,0,0,0,0,0,1,0,0,0,0,0
long-standing (and well-documented) hostility towards Assange,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a pervasive and unprofessionally personal hatred for Julian Assange,0,0,0,0,0,0,0,0,0,1,0,0,0,0
to malign him,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It was also apparently evidence of the paper’s clickbait tendencies,0,0,0,0,0,1,0,0,0,0,0,0,0,0
partisan warriors,0,0,0,0,0,0,0,0,0,1,0,0,0,0
excitedly spread,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hyperventilate over it,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false",0,0,0,0,0,1,0,0,0,0,0,0,0,0
a bizarre tweet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Assange's most devoted haters,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rather than being the reason for the Guardian violating basic journalistic standards and ethics, the paper’s hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media",0,0,0,0,0,1,0,0,0,0,0,0,0,0
a deeper malaise in the Guardian and the wider corporate media,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"relentless, and unhinged, attacks",0,0,0,0,0,0,0,0,1,0,0,0,0,0
belligerent occupation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Even aside from its decade-long campaign against Assange, the Guardian is far from “solid and reliable”, as Greenwald claims. It has been at the forefront of the relentless, and unhinged, attacks on Labour leader Jeremy Corbyn for prioritising the rights of Palestinians over Israel’s right to continue its belligerent occupation. Over the past three years, the Guardian has injected credibility into the Israel lobby’s desperate efforts to tar Corbyn as an anti-semite",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Similarly, the Guardian worked tirelessly to promote Clinton and undermine Sanders in the 2016 Democratic nomination process – another reason the paper has been so assiduous in promoting the idea that Assange, aided by Russia, was determined to promote Trump over Clinton for the presidency",0,0,0,0,0,1,0,0,0,0,0,0,0,0
populist leftwing governments that have rebelled against traditional and oppressive US hegemony in the region,0,0,0,0,0,0,0,0,0,1,0,0,0,0
democratically elected but official enemies of the US,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the region’s rightwing authoritarians beloved of Washington,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Guardian’s coverage of Latin America, especially of populist leftwing governments that have rebelled against traditional and oppressive US hegemony in the region, has long grated with analysts and experts. Its especial venom has been reserved for leftwing figures like Venezuela’s Hugo Chavez, democratically elected but official enemies of the US, rather than the region’s rightwing authoritarians beloved of Washington",0,0,0,0,0,1,0,0,0,0,0,0,0,0
leftwing dissidents,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Guardian has been vocal in the so-called “fake news” hysteria, decrying the influence of social media, the only place where leftwing dissidents have managed to find a small foothold to promote their politics and counter the corporate media narrative",0,0,0,0,0,1,0,0,0,0,0,0,0,0
its true heroes,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the largest crime against humanity in living memory – the attack on Iraq,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Equally, the Guardian has made clear who its true heroes are. Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse. Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into the largest crime against humanity in living memory – the attack on Iraq",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right",0,0,0,0,0,1,0,0,0,0,0,0,0,0
humanitarian intervention,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Islamic jihadists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
an arbiter of what is good for Britain and the world’s future,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"That “humanitarian intervention” cost the lives of many hundreds of thousands of Iraqis and created a vacuum that destabilised much of the Middle East, sucked in Islamic jihadists like al-Qaeda and ISIS, and contributed to the migrant crisis in Europe that has fuelled the resurgence of the far-right. None of that is discussed in the Guardian or considered grounds for disqualifying Blair as an arbiter of what is good for Britain and the world’s future",0,0,0,0,0,1,0,0,0,0,0,0,0,0
a self-styled “weapons expert,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Guardian also has an especial soft spot for blogger Elliot Higgins, who, aided by the Guardian, has shot to unlikely prominence as a self-styled “weapons expert”. Like Luke Harding, Higgins invariably seems ready to echo whatever the British and American security services need verifying “independently",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Higgins and his well-staffed website Bellingcat have taken on for themselves the role of arbiters of truth on many foreign affairs issues, taking a prominent role in advocating for narratives that promote US and NATO hegemony while demonising Russia, especially in highly contested arenas such as Syria",0,0,0,0,0,1,0,0,0,0,0,0,0,0
arbiters of truth,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the poster-boy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Improbably, the Guardian has adopted Higgins as the poster-boy for a supposed citizen journalism it has sought to undermine as “fake news” whenever it occurs on social media without the endorsement of state-backed organisations",0,0,0,0,0,1,0,0,0,0,0,0,0,0
to vilify him,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him. With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the existing, neoliberal order",0,0,0,0,0,0,0,0,0,1,0,0,0,0
a corrupt western elite,0,0,0,0,0,0,0,0,0,1,0,0,0,0
whistle-blowing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the rapacious financial industries,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a damaging and exploitative US dominance of “America’s backyard,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the elite-friendly narratives of corporate media,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Guardian did not make a mistake in vilifying Assange without a shred of evidence. It did what it is designed to do,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the Guardian’s hit-piece,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Reporter Luke Harding’s latest article, claiming that Donald Trump’s disgraced former campaign manager Paul Manafort secretly visited Assange in Ecuador’s embassy in London on three occasions, is so full of holes that even hardened opponents of Assange in the corporate media are struggling to stand by it",0,0,0,0,0,1,0,0,0,0,0,0,0,0
The propaganda function of the piece is patent,0,0,0,0,0,1,0,0,0,0,0,0,0,0
an otherwise solid and reliable paper,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This Guardian Fake News Story Proves That The Media Can't Be Trusted,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The story was weakly sourced and included some details that seemed unlikely to be true,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"a notorious fraud, a russo-phobe intelligence asset with a personal grievance towards Assange and Wikileaks",0,0,0,0,0,0,0,0,0,1,0,0,0,0
political operatives or hacks,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"he is just ""storytelling"" - in other words: it is fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0
a hack job in the purest sense of the term,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bone-chilling,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Unfortunately no western main stream media can any longer be trusted to publish the truth,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sensational claim,0,0,0,0,0,0,0,0,1,0,0,0,0,0
would explode,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This defensive Guardian claim is, like its story, evidently completely false. Wikileaks publicly denied the Guardian's claims 90 minutes before the story was first published. Manafort asserts that his lawyers had notified the Guardian that the story was false before the Guardian 'proceeded with the story",0,0,0,0,0,1,0,0,0,0,0,0,0,0
The story was completely false and the Guardian knew it was. It disregarded and left out the denials the subjects of the story had issued before it was published,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Guardian has become a main outlet for British government disinformation operations aimed at defaming Russia. It smeared Assange and Snowden as Russian collaborators. It uncritically peddled the Russiagate story and the nonsensical Skripal claims which are both obviously concocted by British intelligence services. That seems to have become its main purpose,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the nonsensical Skripal claims,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a disinformation campaign,0,0,0,0,0,0,0,0,0,1,0,0,0,0
even the tiniest modicum of respect as a journalist,0,0,0,0,0,0,1,0,0,0,0,0,0,0
its shoddier side,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cranky identity grievances stories,0,0,0,0,0,0,0,0,1,0,0,0,0,0
manipulative propaganda,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense. It promotes neo-liberalism and a delves into cranky identity grievances stories. It also became an main outlet for manipulative propaganda peddled by the British secret services",0,0,0,0,0,1,0,0,0,0,0,0,0,0
a willful fake,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jailed former Trump campaign manager,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"In letter today to Assange's lawyers, Guardian's Luke Harding, winner of Private Eye's Plagiarist of the Year, falsely claims jailed former Trump campaign manager Paul Manafort had secret meetings with Assange in 2013, 2015 and 2016 in story Guardian are ""planning to run",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the claim is “100% false,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Russiagate fairytale,0,0,0,0,0,0,0,0,0,1,0,0,0,0
But several people who had followed the Russiagate fairytale and the Mueller investigation were immediately suspicious of the Guardian claim,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"In sum, the Guardian published a story today that it knew would explode into all sorts of viral benefits for the paper and its reporters even though there are gaping holes and highly sketchy aspects to the story",0,0,0,0,0,1,0,0,0,0,0,0,0,0
gaping holes and highly sketchy aspects,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Moreover, the main author of the story, Luke Harding, is known to be a notorious fraud, a russo-phobe intelligence asset with a personal grievance towards Assange and Wikileaks",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the ""Russian influence"" nonsense",0,0,0,0,0,0,0,0,0,1,0,0,0,0
there is absolutely no evidence in the book to support its claims,0,0,0,0,0,0,1,0,0,0,0,0,0,0
plagiarizer,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Take for example Luke Harding of the Guardian who just published a book titled Collusion: Secret Meetings, Dirty Money, and How Russia Helped Donald Trump Win. He was taken apart in a Real News interview (vid) about the book. The interviewer pointed out that there is absolutely no evidence in the book to support its claims. When asked for any proof for his assertion Harding defensively says that he is just ""storytelling"" - in other words: it is fiction. Harding earlier wrote a book about Edward Snowden which was a similar sham. Julian Assange called it ""a hack job in the purest sense of the term"". Harding is also known as plagiarizer. When he worked in Moscow he copied stories and passages from the now defunct Exile, run by Matt Taibbi and Mark Ames. The Guardian had to publish an apology",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the alleged Russian malfeasance,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The new Guardian story looked like another weak attempt to connect the alleged Russian malfeasance with Assange and the Wikileaks publishing of the DNC emails. Assange and other involved people deny that such a relation existed. There is no public evidence that support such claims,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guardian smear piece,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a main outlet for British government disinformation operations aimed at defaming Russia,0,0,0,0,0,0,0,0,0,1,0,0,0,0
readily dismiss the Guardian’s smear on its face,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"While most readers with functional critical thinking capacity may readily dismiss the Guardian’s smear on its face, the fact that the Guardian published this piece, and that Luke Harding is still operating with even the tiniest modicum of respect as a journalist despite his history of deceit, tells us something bone-chilling about journalism",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"an elite-serving, western narrative",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: ... The Guardian did not make a mistake in vilifying Assange without a shred of evidence. It did what it is designed to do",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"It is no accident that Luke Harding is still employed: in fact, it is because of Harding’s consistent loyalty to establishment, specifically the UK intelligence apparatus, over the truth that determines his “success” amongst legacy press outlets. Harding is not a defacement or a departure from the norm, but the personification of it",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative",0,0,0,0,0,1,0,0,0,0,0,0,0,0
fascist propaganda tropes,0,0,0,0,0,0,0,0,0,1,0,0,0,0
We have previously shown that the Guardian even uses fascist propaganda tropes to smear the Russian people. It is openly publishing Goebbels' cartoons and rhetoric against Europes biggest state. There is no longer any line that it does not dare to cross. Unfortunately other 'western' media are not much better,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Politico allowed ""a former CIA officer,"" writing under a pen name, to suggest - without any evidence - that the Guardian has been duped - not by its MI5/6 and Ecuadorian spy sources, but by Russian disinformation",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the bombshell smoking gun that directly connects the Trump campaign to WikiLeaks,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Russian disinformation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Is it possible someone planted this story as a means to discredit the journalists,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The is zero evidence in the Politico screed that supports its suggestions and claims,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The is zero evidence in the Politico screed that supports its suggestions and claims. It is fake news about a fake news story,0,0,0,0,0,1,0,0,0,0,0,0,0,0
peddle smears,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the 'enemies' of the ruling 'western interests,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It is on all of us to debunk them and to educate the public about their scheme,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Its recent fake news story about Paul Manafort, Wikileaks and Julian Assange aptly demonstrates this",0,0,0,0,0,1,0,0,0,0,0,0,0,0
